average_frametime_ms,23.951
frame,timestamp_ms,frametime_ms
9,38463,22.000
10,38484,21.000
11,38505,21.000
12,38526,21.000
13,38546,20.000
14,38567,21.000
15,38589,22.000
16,38610,21.000
17,38632,22.000
18,38653,21.000
19,38675,22.000
20,38696,21.000
21,38716,20.000
22,38738,22.000
23,38758,20.000
24,38781,23.000
25,38802,21.000
26,38824,22.000
27,38845,21.000
28,38866,21.000
29,38886,20.000
30,38908,22.000
31,38929,21.000
32,38949,20.000
33,38970,21.000
34,38991,21.000
35,39013,22.000
36,39035,22.000
37,39056,21.000
38,39077,21.000
39,39098,21.000
40,39119,21.000
41,39140,21.000
42,39162,22.000
43,39184,22.000
44,39204,20.000
45,39225,21.000
46,39246,21.000
47,39267,21.000
0,39289,22.000
1,39310,21.000
2,39331,21.000
3,39352,21.000
4,39374,22.000
5,39394,20.000
6,39416,22.000
7,39437,21.000
8,39458,21.000
9,39480,22.000
10,39501,21.000
11,39522,21.000
12,39543,21.000
13,39566,23.000
14,39588,22.000
15,39610,22.000
16,39631,21.000
17,39652,21.000
18,39672,20.000
19,39694,22.000
20,39714,20.000
21,39737,23.000
22,39759,22.000
23,39782,23.000
24,39804,22.000
25,39825,21.000
26,39847,22.000
27,39868,21.000
28,39889,21.000
29,39910,21.000
30,39931,21.000
31,39952,21.000
32,39973,21.000
33,39995,22.000
34,40016,21.000
35,40038,22.000
36,40059,21.000
37,40080,21.000
38,40101,21.000
39,40124,23.000
40,40144,20.000
41,40165,21.000
42,40186,21.000
43,40207,21.000
44,40228,21.000
45,40250,22.000
46,40271,21.000
0,40292,21.000
1,40313,21.000
2,40334,21.000
3,40355,21.000
4,40376,21.000
5,40397,21.000
6,40418,21.000
7,40439,21.000
8,40460,21.000
9,40481,21.000
10,40502,21.000
11,40523,21.000
12,40545,22.000
13,40566,21.000
14,40587,21.000
15,40609,22.000
16,40630,21.000
17,40651,21.000
18,40672,21.000
19,40693,21.000
20,40714,21.000
21,40735,21.000
22,40756,21.000
23,40778,22.000
24,40799,21.000
25,40820,21.000
26,40842,22.000
27,40863,21.000
28,40885,22.000
29,40906,21.000
30,40927,21.000
31,40948,21.000
32,40970,22.000
33,40991,21.000
34,41012,21.000
35,41033,21.000
36,41054,21.000
37,41075,21.000
38,41097,22.000
39,41118,21.000
40,41139,21.000
41,41160,21.000
42,41181,21.000
43,41201,20.000
44,41223,22.000
45,41244,21.000
46,41265,21.000
47,41286,21.000
0,41307,21.000
1,41328,21.000
2,41350,22.000
3,41371,21.000
4,41392,21.000
5,41413,21.000
6,41434,21.000
7,41455,21.000
8,41478,23.000
9,41499,21.000
10,41521,22.000
11,41542,21.000
12,41563,21.000
13,41584,21.000
14,41606,22.000
15,41627,21.000
16,41648,21.000
17,41669,21.000
18,41690,21.000
19,41711,21.000
20,41732,21.000
21,41753,21.000
22,41776,23.000
23,41798,22.000
24,41820,22.000
25,41841,21.000
26,41863,22.000
27,41885,22.000
28,41907,22.000
29,41928,21.000
30,41949,21.000
31,41971,22.000
32,41993,22.000
33,42015,22.000
34,42036,21.000
35,42058,22.000
36,42081,23.000
37,42102,21.000
38,42123,21.000
39,42144,21.000
40,42166,22.000
41,42187,21.000
42,42209,22.000
43,42230,21.000
44,42251,21.000
45,42272,21.000
46,42293,21.000
0,42313,20.000
1,42335,22.000
2,42357,22.000
3,42378,21.000
4,42399,21.000
5,42420,21.000
6,42440,20.000
7,42461,21.000
8,42483,22.000
9,42504,21.000
10,42526,22.000
11,42547,21.000
12,42569,22.000
13,42591,22.000
14,42612,21.000
15,42633,21.000
16,42656,23.000
17,42678,22.000
18,42701,23.000
19,42723,22.000
20,42744,21.000
21,42765,21.000
22,42787,22.000
23,42809,22.000
24,42831,22.000
25,42852,21.000
26,42872,20.000
27,42893,21.000
28,42914,21.000
29,42935,21.000
30,42957,22.000
31,42978,21.000
32,42999,21.000
33,43020,21.000
34,43042,22.000
35,43064,22.000
36,43085,21.000
37,43106,21.000
38,43127,21.000
39,43149,22.000
40,43170,21.000
41,43192,22.000
42,43213,21.000
43,43234,21.000
44,43255,21.000
45,43276,21.000
46,43297,21.000
0,43320,23.000
1,43342,22.000
2,43364,22.000
3,43385,21.000
4,43406,21.000
5,43427,21.000
6,43449,22.000
7,43470,21.000
8,43492,22.000
9,43513,21.000
10,43534,21.000
11,43555,21.000
12,43576,21.000
13,43598,22.000
14,43619,21.000
15,43641,22.000
16,43662,21.000
17,43683,21.000
18,43705,22.000
19,43726,21.000
20,43748,22.000
21,43771,23.000
22,43792,21.000
23,43813,21.000
24,43834,21.000
25,43855,21.000
26,43877,22.000
27,43899,22.000
28,43920,21.000
29,43941,21.000
30,43962,21.000
31,43983,21.000
32,44005,22.000
33,44026,21.000
34,44047,21.000
35,44069,22.000
36,44090,21.000
37,44111,21.000
38,44132,21.000
39,44154,22.000
40,44176,22.000
41,44197,21.000
42,44219,22.000
43,44240,21.000
44,44262,22.000
45,44283,21.000
46,44304,21.000
0,44327,23.000
1,44348,21.000
2,44368,20.000
3,44389,21.000
4,44410,21.000
5,44432,22.000
6,44453,21.000
7,44474,21.000
8,44495,21.000
9,44517,22.000
10,44538,21.000
11,44559,21.000
12,44581,22.000
13,44602,21.000
14,44624,22.000
15,44645,21.000
16,44667,22.000
17,44689,22.000
18,44711,22.000
19,44733,22.000
20,44755,22.000
21,44777,22.000
22,44801,24.000
23,44823,22.000
24,44845,22.000
25,44868,23.000
26,44891,23.000
27,44915,24.000
28,44936,21.000
29,44959,23.000
30,44981,22.000
31,45003,22.000
32,45025,22.000
33,45047,22.000
34,45069,22.000
35,45091,22.000
36,45113,22.000
37,45134,21.000
38,45156,22.000
39,45178,22.000
40,45199,21.000
41,45222,23.000
42,45243,21.000
43,45265,22.000
44,45287,22.000
45,45309,22.000
0,45332,23.000
1,45356,24.000
2,45378,22.000
3,45400,22.000
4,45423,23.000
5,45446,23.000
6,45468,22.000
7,45489,21.000
8,45511,22.000
9,45533,22.000
10,45555,22.000
11,45578,23.000
12,45601,23.000
13,45623,22.000
14,45645,22.000
15,45667,22.000
16,45689,22.000
17,45711,22.000
18,45734,23.000
19,45757,23.000
20,45778,21.000
21,45800,22.000
22,45823,23.000
23,45845,22.000
24,45867,22.000
25,45889,22.000
26,45911,22.000
27,45934,23.000
28,45957,23.000
29,45981,24.000
30,46004,23.000
31,46026,22.000
32,46048,22.000
33,46070,22.000
34,46094,24.000
35,46120,26.000
36,46145,25.000
37,46168,23.000
38,46191,23.000
39,46213,22.000
40,46236,23.000
41,46259,23.000
42,46282,23.000
43,46305,23.000
44,46327,22.000
0,46350,23.000
1,46373,23.000
2,46395,22.000
3,46419,24.000
4,46442,23.000
5,46466,24.000
6,46488,22.000
7,46511,23.000
8,46534,23.000
9,46556,22.000
10,46578,22.000
11,46601,23.000
12,46623,22.000
13,46646,23.000
14,46668,22.000
15,46690,22.000
16,46712,22.000
17,46734,22.000
18,46758,24.000
19,46781,23.000
20,46803,22.000
21,46825,22.000
22,46847,22.000
23,46869,22.000
24,46892,23.000
25,46914,22.000
26,46936,22.000
27,46959,23.000
28,46981,22.000
29,47003,22.000
30,47026,23.000
31,47048,22.000
32,47070,22.000
33,47093,23.000
34,47115,22.000
35,47138,23.000
36,47160,22.000
37,47182,22.000
38,47204,22.000
39,47227,23.000
40,47249,22.000
41,47271,22.000
42,47293,22.000
43,47316,23.000
44,47338,22.000
0,47360,22.000
1,47383,23.000
2,47404,21.000
3,47427,23.000
4,47449,22.000
5,47471,22.000
6,47494,23.000
7,47516,22.000
8,47538,22.000
9,47560,22.000
10,47583,23.000
11,47605,22.000
12,47627,22.000
13,47649,22.000
14,47672,23.000
15,47694,22.000
16,47716,22.000
17,47738,22.000
18,47761,23.000
19,47784,23.000
20,47808,24.000
21,47830,22.000
22,47853,23.000
23,47875,22.000
24,47897,22.000
25,47919,22.000
26,47941,22.000
27,47963,22.000
28,47985,22.000
29,48007,22.000
30,48030,23.000
31,48052,22.000
32,48074,22.000
33,48096,22.000
34,48117,21.000
35,48140,23.000
36,48162,22.000
37,48184,22.000
38,48205,21.000
39,48227,22.000
40,48248,21.000
41,48271,23.000
42,48293,22.000
43,48315,22.000
44,48337,22.000
45,48360,23.000
0,48383,23.000
1,48404,21.000
2,48426,22.000
3,48448,22.000
4,48471,23.000
5,48493,22.000
6,48516,23.000
7,48538,22.000
8,48560,22.000
9,48582,22.000
10,48606,24.000
11,48627,21.000
12,48648,21.000
13,48670,22.000
14,48692,22.000
15,48713,21.000
16,48735,22.000
17,48756,21.000
18,48777,21.000
19,48798,21.000
20,48820,22.000
21,48841,21.000
22,48862,21.000
23,48885,23.000
24,48906,21.000
25,48927,21.000
26,48949,22.000
27,48970,21.000
28,48992,22.000
29,49014,22.000
30,49035,21.000
31,49057,22.000
32,49077,20.000
33,49099,22.000
34,49120,21.000
35,49142,22.000
36,49163,21.000
37,49184,21.000
38,49205,21.000
39,49227,22.000
40,49248,21.000
41,49270,22.000
42,49291,21.000
43,49313,22.000
44,49335,22.000
45,49357,22.000
46,49378,21.000
0,49400,22.000
1,49422,22.000
2,49444,22.000
3,49465,21.000
4,49487,22.000
5,49509,22.000
6,49530,21.000
7,49552,22.000
8,49573,21.000
9,49595,22.000
10,49616,21.000
11,49637,21.000
12,49658,21.000
13,49679,21.000
14,49700,21.000
15,49721,21.000
16,49742,21.000
17,49764,22.000
18,49785,21.000
19,49806,21.000
20,49827,21.000
21,49849,22.000
22,49870,21.000
23,49893,23.000
24,49914,21.000
25,49936,22.000
26,49957,21.000
27,49978,21.000
28,49999,21.000
29,50021,22.000
30,50042,21.000
31,50063,21.000
32,50084,21.000
33,50105,21.000
34,50126,21.000
35,50148,22.000
36,50169,21.000
37,50191,22.000
38,50212,21.000
39,50234,22.000
40,50256,22.000
41,50277,21.000
42,50298,21.000
43,50319,21.000
44,50340,21.000
45,50362,22.000
46,50385,23.000
0,50406,21.000
1,50428,22.000
2,50450,22.000
3,50471,21.000
4,50493,22.000
5,50514,21.000
6,50535,21.000
7,50556,21.000
8,50578,22.000
9,50599,21.000
10,50621,22.000
11,50643,22.000
12,50665,22.000
13,50686,21.000
14,50707,21.000
15,50729,22.000
16,50751,22.000
17,50772,21.000
18,50793,21.000
19,50814,21.000
20,50835,21.000
21,50857,22.000
22,50880,23.000
23,50902,22.000
24,50923,21.000
25,50944,21.000
26,50965,21.000
27,50987,22.000
28,51009,22.000
29,51030,21.000
30,51052,22.000
31,51073,21.000
32,51094,21.000
33,51115,21.000
34,51136,21.000
35,51158,22.000
36,51179,21.000
37,51200,21.000
38,51222,22.000
39,51243,21.000
40,51264,21.000
41,51285,21.000
42,51307,22.000
43,51328,21.000
44,51349,21.000
45,51372,23.000
46,51393,21.000
0,51414,21.000
1,51435,21.000
2,51456,21.000
3,51478,22.000
4,51499,21.000
5,51521,22.000
6,51542,21.000
7,51563,21.000
8,51584,21.000
9,51606,22.000
10,51627,21.000
11,51648,21.000
12,51670,22.000
13,51691,21.000
14,51712,21.000
15,51733,21.000
16,51754,21.000
17,51776,22.000
18,51797,21.000
19,51818,21.000
20,51840,22.000
21,51861,21.000
22,51883,22.000
23,51904,21.000
24,51925,21.000
25,51946,21.000
26,51968,22.000
27,51990,22.000
28,52011,21.000
29,52032,21.000
30,52053,21.000
31,52074,21.000
32,52096,22.000
33,52117,21.000
34,52139,22.000
35,52160,21.000
36,52181,21.000
37,52202,21.000
38,52223,21.000
39,52245,22.000
40,52267,22.000
41,52288,21.000
42,52309,21.000
43,52330,21.000
44,52352,22.000
45,52373,21.000
46,52394,21.000
0,52415,21.000
1,52436,21.000
2,52458,22.000
3,52479,21.000
4,52501,22.000
5,52521,20.000
6,52542,21.000
7,52563,21.000
8,52585,22.000
9,52608,23.000
10,52629,21.000
11,52651,22.000
12,52672,21.000
13,52693,21.000
14,52714,21.000
15,52736,22.000
16,52757,21.000
17,52778,21.000
18,52799,21.000
19,52820,21.000
20,52842,22.000
21,52863,21.000
22,52885,22.000
23,52907,22.000
24,52928,21.000
25,52949,21.000
26,52971,22.000
27,52993,22.000
28,53015,22.000
29,53036,21.000
30,53057,21.000
31,53078,21.000
32,53099,21.000
33,53120,21.000
34,53142,22.000
35,53163,21.000
36,53184,21.000
37,53205,21.000
38,53227,22.000
39,53249,22.000
40,53270,21.000
41,53292,22.000
42,53313,21.000
43,53334,21.000
44,53356,22.000
45,53377,21.000
46,53398,21.000
0,53419,21.000
1,53440,21.000
2,53461,21.000
3,53483,22.000
4,53505,22.000
5,53527,22.000
6,53548,21.000
7,53570,22.000
8,53592,22.000
9,53613,21.000
10,53635,22.000
11,53656,21.000
12,53679,23.000
13,53701,22.000
14,53722,21.000
15,53743,21.000
16,53764,21.000
17,53785,21.000
18,53806,21.000
19,53827,21.000
20,53848,21.000
21,53872,24.000
22,53893,21.000
23,53916,23.000
24,53937,21.000
25,53958,21.000
26,53979,21.000
27,54000,21.000
28,54022,22.000
29,54042,20.000
30,54063,21.000
31,54084,21.000
32,54106,22.000
33,54127,21.000
34,54148,21.000
35,54169,21.000
36,54191,22.000
37,54212,21.000
38,54234,22.000
39,54256,22.000
40,54278,22.000
41,54299,21.000
42,54321,22.000
43,54342,21.000
44,54364,22.000
45,54385,21.000
46,54406,21.000
0,54427,21.000
1,54449,22.000
2,54470,21.000
3,54493,23.000
4,54514,21.000
5,54536,22.000
6,54557,21.000
7,54579,22.000
8,54600,21.000
9,54622,22.000
10,54644,22.000
11,54665,21.000
12,54686,21.000
13,54708,22.000
14,54729,21.000
15,54751,22.000
16,54773,22.000
17,54795,22.000
18,54817,22.000
19,54838,21.000
20,54860,22.000
21,54881,21.000
22,54903,22.000
23,54924,21.000
24,54945,21.000
25,54966,21.000
26,54988,22.000
27,55010,22.000
28,55031,21.000
29,55052,21.000
30,55074,22.000
31,55096,22.000
32,55118,22.000
33,55140,22.000
34,55162,22.000
35,55183,21.000
36,55204,21.000
37,55225,21.000
38,55247,22.000
39,55269,22.000
40,55290,21.000
41,55312,22.000
42,55334,22.000
43,55355,21.000
44,55376,21.000
45,55398,22.000
46,55420,22.000
0,55441,21.000
1,55463,22.000
2,55484,21.000
3,55506,22.000
4,55527,21.000
5,55548,21.000
6,55570,22.000
7,55592,22.000
8,55613,21.000
9,55634,21.000
10,55656,22.000
11,55677,21.000
12,55699,22.000
13,55720,21.000
14,55742,22.000
15,55765,23.000
16,55788,23.000
17,55809,21.000
18,55831,22.000
19,55852,21.000
20,55874,22.000
21,55896,22.000
22,55917,21.000
23,55939,22.000
24,55961,22.000
25,55983,22.000
26,56006,23.000
27,56027,21.000
28,56048,21.000
29,56070,22.000
30,56091,21.000
31,56112,21.000
32,56134,22.000
33,56156,22.000
34,56177,21.000
35,56198,21.000
36,56221,23.000
37,56242,21.000
38,56264,22.000
39,56285,21.000
40,56306,21.000
41,56327,21.000
42,56348,21.000
43,56369,21.000
44,56391,22.000
45,56412,21.000
46,56434,22.000
0,56456,22.000
1,56477,21.000
2,56499,22.000
3,56520,21.000
4,56541,21.000
5,56562,21.000
6,56584,22.000
7,56606,22.000
8,56627,21.000
9,56648,21.000
10,56669,21.000
11,56690,21.000
12,56711,21.000
13,56732,21.000
14,56753,21.000
15,56775,22.000
16,56796,21.000
17,56817,21.000
18,56839,22.000
19,56861,22.000
20,56883,22.000
21,56905,22.000
22,56926,21.000
23,56947,21.000
24,56968,21.000
25,56990,22.000
26,57011,21.000
27,57033,22.000
28,57054,21.000
29,57076,22.000
30,57097,21.000
31,57119,22.000
32,57141,22.000
33,57163,22.000
34,57184,21.000
35,57206,22.000
36,57228,22.000
37,57249,21.000
38,57270,21.000
39,57292,22.000
40,57313,21.000
41,57335,22.000
42,57356,21.000
43,57378,22.000
44,57399,21.000
45,57421,22.000
46,57442,21.000
0,57464,22.000
1,57485,21.000
2,57507,22.000
3,57528,21.000
4,57549,21.000
5,57572,23.000
6,57594,22.000
7,57616,22.000
8,57637,21.000
9,57659,22.000
10,57680,21.000
11,57701,21.000
12,57723,22.000
13,57744,21.000
14,57766,22.000
15,57788,22.000
16,57809,21.000
17,57831,22.000
18,57852,21.000
19,57873,21.000
20,57895,22.000
21,57918,23.000
22,57939,21.000
23,57961,22.000
24,57982,21.000
25,58004,22.000
26,58025,21.000
27,58047,22.000
28,58068,21.000
29,58090,22.000
30,58112,22.000
31,58135,23.000
32,58156,21.000
33,58177,21.000
34,58199,22.000
35,58220,21.000
36,58241,21.000
37,58264,23.000
38,58286,22.000
39,58307,21.000
40,58330,23.000
41,58352,22.000
42,58374,22.000
43,58396,22.000
44,58416,20.000
45,58438,22.000
46,58459,21.000
0,58480,21.000
1,58502,22.000
2,58523,21.000
3,58545,22.000
4,58565,20.000
5,58587,22.000
6,58608,21.000
7,58630,22.000
8,58651,21.000
9,58673,22.000
10,58695,22.000
11,58716,21.000
12,58737,21.000
13,58759,22.000
14,58780,21.000
15,58803,23.000
16,58825,22.000
17,58846,21.000
18,58868,22.000
19,58891,23.000
20,58912,21.000
21,58934,22.000
22,58955,21.000
23,58977,22.000
24,58998,21.000
25,59020,22.000
26,59041,21.000
27,59063,22.000
28,59084,21.000
29,59106,22.000
30,59127,21.000
31,59149,22.000
32,59170,21.000
33,59191,21.000
34,59213,22.000
35,59234,21.000
36,59256,22.000
37,59277,21.000
38,59298,21.000
39,59319,21.000
40,59341,22.000
41,59362,21.000
42,59384,22.000
43,59405,21.000
44,59427,22.000
45,59448,21.000
46,59469,21.000
0,59491,22.000
1,59512,21.000
2,59533,21.000
3,59555,22.000
4,59576,21.000
5,59598,22.000
6,59619,21.000
7,59641,22.000
8,59662,21.000
9,59683,21.000
10,59705,22.000
11,59726,21.000
12,59748,22.000
13,59769,21.000
14,59790,21.000
15,59812,22.000
16,59833,21.000
17,59854,21.000
18,59876,22.000
19,59898,22.000
20,59919,21.000
21,59941,22.000
22,59962,21.000
23,59984,22.000
24,60006,22.000
25,60027,21.000
26,60049,22.000
27,60071,22.000
28,60092,21.000
29,60113,21.000
30,60135,22.000
31,60157,22.000
32,60178,21.000
33,60199,21.000
34,60220,21.000
35,60241,21.000
36,60263,22.000
37,60285,22.000
38,60306,21.000
39,60327,21.000
40,60349,22.000
41,60371,22.000
42,60392,21.000
43,60413,21.000
44,60435,22.000
45,60457,22.000
46,60478,21.000
0,60500,22.000
1,60521,21.000
2,60542,21.000
3,60563,21.000
4,60585,22.000
5,60608,23.000
6,60630,22.000
7,60652,22.000
8,60673,21.000
9,60695,22.000
10,60716,21.000
11,60738,22.000
12,60759,21.000
13,60780,21.000
14,60801,21.000
15,60823,22.000
16,60844,21.000
17,60866,22.000
18,60888,22.000
19,60909,21.000
20,60930,21.000
21,60952,22.000
22,60975,23.000
23,60996,21.000
24,61018,22.000
25,61039,21.000
26,61060,21.000
27,61082,22.000
28,61104,22.000
29,61126,22.000
30,61149,23.000
31,61170,21.000
32,61192,22.000
33,61213,21.000
34,61235,22.000
35,61256,21.000
36,61278,22.000
37,61299,21.000
38,61320,21.000
39,61342,22.000
40,61363,21.000
41,61385,22.000
42,61406,21.000
43,61427,21.000
44,61449,22.000
45,61470,21.000
46,61491,21.000
0,61513,22.000
1,61535,22.000
2,61557,22.000
3,61578,21.000
4,61601,23.000
5,61622,21.000
6,61644,22.000
7,61666,22.000
8,61687,21.000
9,61710,23.000
10,61732,22.000
11,61753,21.000
12,61774,21.000
13,61796,22.000
14,61818,22.000
15,61840,22.000
16,61862,22.000
17,61884,22.000
18,61906,22.000
19,61926,20.000
20,61948,22.000
21,61970,22.000
22,61991,21.000
23,62012,21.000
24,62034,22.000
25,62056,22.000
26,62077,21.000
27,62098,21.000
28,62120,22.000
29,62142,22.000
30,62163,21.000
31,62185,22.000
32,62206,21.000
33,62228,22.000
34,62250,22.000
35,62272,22.000
36,62294,22.000
37,62315,21.000
38,62338,23.000
39,62359,21.000
40,62381,22.000
41,62402,21.000
42,62424,22.000
43,62446,22.000
44,62467,21.000
45,62489,22.000
46,62510,21.000
0,62532,22.000
1,62554,22.000
2,62576,22.000
3,62598,22.000
4,62620,22.000
5,62643,23.000
6,62665,22.000
7,62687,22.000
8,62709,22.000
9,62730,21.000
10,62753,23.000
11,62775,22.000
12,62797,22.000
13,62819,22.000
14,62840,21.000
15,62862,22.000
16,62884,22.000
17,62905,21.000
18,62927,22.000
19,62948,21.000
20,62970,22.000
21,62991,21.000
22,63013,22.000
23,63034,21.000
24,63057,23.000
25,63078,21.000
26,63100,22.000
27,63121,21.000
28,63142,21.000
29,63164,22.000
30,63185,21.000
31,63207,22.000
32,63228,21.000
33,63250,22.000
34,63271,21.000
35,63293,22.000
36,63315,22.000
37,63336,21.000
38,63357,21.000
39,63379,22.000
40,63400,21.000
41,63422,22.000
42,63443,21.000
43,63464,21.000
44,63485,21.000
45,63507,22.000
46,63529,22.000
0,63550,21.000
1,63571,21.000
2,63593,22.000
3,63615,22.000
4,63637,22.000
5,63658,21.000
6,63680,22.000
7,63701,21.000
8,63723,22.000
9,63745,22.000
10,63766,21.000
11,63789,23.000
12,63811,22.000
13,63833,22.000
14,63854,21.000
15,63876,22.000
16,63898,22.000
17,63920,22.000
18,63941,21.000
19,63962,21.000
20,63984,22.000
21,64006,22.000
22,64028,22.000
23,64050,22.000
24,64072,22.000
25,64094,22.000
26,64115,21.000
27,64138,23.000
28,64161,23.000
29,64182,21.000
30,64204,22.000
31,64227,23.000
32,64249,22.000
33,64271,22.000
34,64292,21.000
35,64314,22.000
36,64337,23.000
37,64359,22.000
38,64382,23.000
39,64404,22.000
40,64425,21.000
41,64447,22.000
42,64468,21.000
43,64490,22.000
44,64512,22.000
45,64534,22.000
0,64555,21.000
1,64576,21.000
2,64598,22.000
3,64619,21.000
4,64641,22.000
5,64663,22.000
6,64685,22.000
7,64707,22.000
8,64730,23.000
9,64751,21.000
10,64773,22.000
11,64795,22.000
12,64817,22.000
13,64838,21.000
14,64860,22.000
15,64883,23.000
16,64906,23.000
17,64927,21.000
18,64949,22.000
19,64971,22.000
20,64993,22.000
21,65015,22.000
22,65037,22.000
23,65059,22.000
24,65082,23.000
25,65104,22.000
26,65126,22.000
27,65150,24.000
28,65173,23.000
29,65196,23.000
30,65217,21.000
31,65238,21.000
32,65259,21.000
33,65281,22.000
34,65303,22.000
35,65325,22.000
36,65346,21.000
37,65369,23.000
38,65390,21.000
39,65412,22.000
40,65435,23.000
41,65457,22.000
42,65479,22.000
43,65502,23.000
44,65524,22.000
45,65548,24.000
0,65569,21.000
1,65592,23.000
2,65615,23.000
3,65638,23.000
4,65659,21.000
5,65680,21.000
6,65701,21.000
7,65723,22.000
8,65745,22.000
9,65769,24.000
10,65790,21.000
11,65812,22.000
12,65834,22.000
13,65855,21.000
14,65877,22.000
15,65899,22.000
16,65920,21.000
17,65941,21.000
18,65963,22.000
19,65985,22.000
20,66006,21.000
21,66028,22.000
22,66049,21.000
23,66071,22.000
24,66093,22.000
25,66115,22.000
26,66137,22.000
27,66159,22.000
28,66181,22.000
29,66202,21.000
30,66224,22.000
31,66245,21.000
32,66267,22.000
33,66288,21.000
34,66310,22.000
35,66332,22.000
36,66354,22.000
37,66375,21.000
38,66396,21.000
39,66418,22.000
40,66440,22.000
41,66461,21.000
42,66482,21.000
43,66504,22.000
44,66525,21.000
45,66546,21.000
46,66568,22.000
0,66589,21.000
1,66610,21.000
2,66632,22.000
3,66654,22.000
4,66678,24.000
5,66699,21.000
6,66721,22.000
7,66742,21.000
8,66764,22.000
9,66787,23.000
10,66810,23.000
11,66832,22.000
12,66854,22.000
13,66875,21.000
14,66898,23.000
15,66919,21.000
16,66941,22.000
17,66962,21.000
18,66983,21.000
19,67004,21.000
20,67025,21.000
21,67046,21.000
22,67067,21.000
23,67090,23.000
24,67111,21.000
25,67132,21.000
26,67153,21.000
27,67177,24.000
28,67198,21.000
29,67220,22.000
30,67241,21.000
31,67262,21.000
32,67284,22.000
33,67306,22.000
34,67328,22.000
35,67349,21.000
36,67371,22.000
37,67393,22.000
38,67414,21.000
39,67435,21.000
40,67457,22.000
41,67478,21.000
42,67500,22.000
43,67522,22.000
44,67544,22.000
45,67565,21.000
46,67587,22.000
0,68610,1023.000
0,68963,353.000
1,69958,995.000
0,70643,685.000
1,70665,22.000
2,70687,22.000
3,70710,23.000
4,70733,23.000
5,70754,21.000
6,70776,22.000
7,70797,21.000
8,70818,21.000
9,70839,21.000
10,70860,21.000
11,70882,22.000
12,70903,21.000
13,70925,22.000
14,70946,21.000
15,70971,25.000
0,70996,25.000
1,71022,26.000
2,71045,23.000
3,71066,21.000
4,71088,22.000
5,71110,22.000
6,71131,21.000
7,71152,21.000
8,71174,22.000
9,71196,22.000
10,71217,21.000
11,71238,21.000
12,71259,21.000
13,71281,22.000
14,71302,21.000
15,71324,22.000
16,71345,21.000
17,71366,21.000
18,71388,22.000
19,71409,21.000
20,71430,21.000
21,71451,21.000
22,71472,21.000
23,71493,21.000
24,71515,22.000
25,71537,22.000
26,71557,20.000
27,71579,22.000
28,71599,20.000
29,71620,21.000
30,71642,22.000
31,71664,22.000
32,71685,21.000
33,71707,22.000
34,71728,21.000
35,71752,24.000
36,71775,23.000
37,71797,22.000
38,71820,23.000
39,71841,21.000
40,71863,22.000
41,71885,22.000
42,71908,23.000
43,71930,22.000
44,71953,23.000
45,71975,22.000
0,71997,22.000
1,72019,22.000
2,72041,22.000
3,72063,22.000
4,72085,22.000
5,72107,22.000
6,72130,23.000
7,72152,22.000
8,72174,22.000
9,72196,22.000
10,72218,22.000
11,72241,23.000
12,72264,23.000
13,72285,21.000
14,72307,22.000
15,72329,22.000
16,72350,21.000
17,72372,22.000
18,72395,23.000
19,72416,21.000
20,72438,22.000
21,72459,21.000
22,72481,22.000
23,72503,22.000
24,72525,22.000
25,72547,22.000
26,72569,22.000
27,72591,22.000
28,72613,22.000
29,72637,24.000
30,72659,22.000
31,72681,22.000
32,72703,22.000
33,72724,21.000
34,72745,21.000
35,72767,22.000
36,72791,24.000
37,72815,24.000
38,72839,24.000
39,72861,22.000
40,72883,22.000
41,72905,22.000
42,72927,22.000
43,72948,21.000
44,72971,23.000
45,72992,21.000
0,73015,23.000
1,73036,21.000
2,73058,22.000
