average_frametime_ms,8.283
frame,timestamp_ms,frametime_ms
84,13914,9.000
85,13922,8.000
86,13930,8.000
87,13939,9.000
88,13947,8.000
89,13955,8.000
90,13964,9.000
91,13972,8.000
92,13980,8.000
93,13988,8.000
94,13997,9.000
95,14005,8.000
96,14013,8.000
97,14022,9.000
98,14030,8.000
99,14038,8.000
100,14047,9.000
101,14055,8.000
102,14063,8.000
103,14072,9.000
104,14080,8.000
105,14088,8.000
106,14097,9.000
107,14105,8.000
108,14114,9.000
109,14122,8.000
110,14130,8.000
111,14143,13.000
112,14147,4.000
113,14156,9.000
114,14169,13.000
115,14172,3.000
116,14180,8.000
117,14189,9.000
118,14191,2.000
119,14197,6.000
120,14205,8.000
121,14214,9.000
0,14222,8.000
1,14230,8.000
2,14239,9.000
3,14247,8.000
4,14255,8.000
5,14264,9.000
6,14272,8.000
7,14280,8.000
8,14289,9.000
9,14302,13.000
10,14305,3.000
11,14313,8.000
12,14322,9.000
13,14330,8.000
14,14338,8.000
15,14347,9.000
16,14355,8.000
17,14364,9.000
18,14372,8.000
19,14380,8.000
20,14389,9.000
21,14397,8.000
22,14405,8.000
23,14414,9.000
24,14422,8.000
25,14430,8.000
26,14439,9.000
27,14447,8.000
28,14460,13.000
29,14464,4.000
30,14472,8.000
31,14480,8.000
32,14489,9.000
33,14497,8.000
34,14505,8.000
35,14514,9.000
36,14522,8.000
37,14531,9.000
38,14539,8.000
39,14547,8.000
40,14555,8.000
41,14564,9.000
42,14572,8.000
43,14580,8.000
44,14589,9.000
45,14597,8.000
46,14611,14.000
47,14618,7.000
48,14622,4.000
49,14630,8.000
50,14638,8.000
51,14647,9.000
52,14655,8.000
53,14664,9.000
54,14672,8.000
55,14680,8.000
56,14689,9.000
57,14697,8.000
58,14705,8.000
59,14714,9.000
60,14722,8.000
61,14730,8.000
62,14739,9.000
63,14747,8.000
64,14755,8.000
65,14769,14.000
66,14772,3.000
67,14780,8.000
68,14788,8.000
69,14797,9.000
70,14805,8.000
71,14814,9.000
72,14822,8.000
73,14830,8.000
74,14839,9.000
75,14847,8.000
76,14855,8.000
77,14864,9.000
78,14872,8.000
79,14880,8.000
80,14889,9.000
81,14897,8.000
82,14905,8.000
83,14914,9.000
84,14927,13.000
85,14930,3.000
86,14939,9.000
87,14947,8.000
88,14955,8.000
89,14964,9.000
90,14972,8.000
91,14980,8.000
92,14989,9.000
93,14997,8.000
94,15005,8.000
95,15013,8.000
96,15022,9.000
97,15030,8.000
98,15038,8.000
99,15047,9.000
100,15055,8.000
101,15064,9.000
102,15072,8.000
103,15080,8.000
104,15089,9.000
105,15097,8.000
106,15105,8.000
107,15114,9.000
108,15122,8.000
109,15130,8.000
110,15139,9.000
111,15147,8.000
112,15155,8.000
113,15164,9.000
114,15172,8.000
115,15180,8.000
116,15188,8.000
117,15191,3.000
118,15197,6.000
119,15205,8.000
120,15213,8.000
121,15222,9.000
0,15236,14.000
1,15238,2.000
2,15247,9.000
3,15255,8.000
4,15264,9.000
5,15277,13.000
6,15285,8.000
7,15293,8.000
8,15302,9.000
9,15305,3.000
10,15318,13.000
11,15322,4.000
12,15330,8.000
13,15338,8.000
14,15352,14.000
15,15355,3.000
16,15364,9.000
17,15372,8.000
18,15380,8.000
19,15393,13.000
20,15397,4.000
21,15405,8.000
22,15414,9.000
23,15422,8.000
24,15430,8.000
25,15439,9.000
26,15447,8.000
27,15455,8.000
28,15464,9.000
29,15472,8.000
30,15480,8.000
31,15489,9.000
32,15497,8.000
33,15505,8.000
34,15514,9.000
35,15522,8.000
36,15530,8.000
37,15539,9.000
38,15547,8.000
39,15555,8.000
40,15564,9.000
41,15572,8.000
42,15580,8.000
43,15589,9.000
44,15597,8.000
45,15605,8.000
46,15614,9.000
47,15622,8.000
48,15631,9.000
49,15639,8.000
50,15647,8.000
51,15655,8.000
52,15663,8.000
53,15672,9.000
54,15680,8.000
55,15689,9.000
56,15702,13.000
57,15705,3.000
58,15713,8.000
59,15722,9.000
60,15730,8.000
61,15739,9.000
62,15747,8.000
63,15755,8.000
64,15764,9.000
65,15772,8.000
66,15780,8.000
67,15789,9.000
68,15797,8.000
69,15805,8.000
70,15813,8.000
71,15822,9.000
72,15830,8.000
73,15839,9.000
74,15847,8.000
75,15860,13.000
76,15864,4.000
77,15872,8.000
78,15880,8.000
79,15889,9.000
80,15897,8.000
81,15905,8.000
82,15914,9.000
83,15922,8.000
84,15930,8.000
85,15939,9.000
86,15947,8.000
87,15955,8.000
88,15964,9.000
89,15972,8.000
90,15980,8.000
91,15988,8.000
92,15997,9.000
93,16006,9.000
94,16018,12.000
95,16022,4.000
96,16030,8.000
97,16038,8.000
98,16047,9.000
99,16055,8.000
100,16063,8.000
101,16072,9.000
102,16080,8.000
103,16088,8.000
104,16097,9.000
105,16105,8.000
106,16114,9.000
107,16122,8.000
108,16130,8.000
109,16138,8.000
110,16147,9.000
111,16155,8.000
112,16168,13.000
113,16172,4.000
114,16180,8.000
115,16188,8.000
116,16191,3.000
117,16197,6.000
118,16205,8.000
119,16214,9.000
120,16222,8.000
0,16230,8.000
1,16239,9.000
2,16247,8.000
3,16255,8.000
4,16264,9.000
5,16272,8.000
6,16280,8.000
7,16289,9.000
8,16297,8.000
9,16305,8.000
10,16314,9.000
11,16327,13.000
12,16330,3.000
13,16339,9.000
14,16347,8.000
15,16355,8.000
16,16364,9.000
17,16372,8.000
18,16380,8.000
19,16389,9.000
20,16397,8.000
21,16405,8.000
22,16414,9.000
23,16422,8.000
24,16430,8.000
25,16439,9.000
26,16447,8.000
27,16455,8.000
28,16464,9.000
29,16472,8.000
30,16480,8.000
31,16488,8.000
32,16497,9.000
33,16505,8.000
34,16513,8.000
35,16522,9.000
36,16530,8.000
37,16539,9.000
38,16547,8.000
39,16555,8.000
40,16564,9.000
41,16572,8.000
42,16581,9.000
43,16589,8.000
44,16597,8.000
45,16610,13.000
46,16614,4.000
47,16622,8.000
48,16635,13.000
49,16638,3.000
50,16647,9.000
51,16655,8.000
52,16664,9.000
53,16672,8.000
54,16681,9.000
55,16689,8.000
56,16697,8.000
57,16705,8.000
58,16714,9.000
59,16722,8.000
60,16730,8.000
61,16739,9.000
62,16747,8.000
63,16755,8.000
64,16764,9.000
65,16772,8.000
66,16780,8.000
67,16793,13.000
68,16797,4.000
69,16805,8.000
70,16813,8.000
71,16822,9.000
72,16830,8.000
73,16838,8.000
74,16847,9.000
75,16855,8.000
76,16863,8.000
77,16872,9.000
78,16880,8.000
79,16889,9.000
80,16897,8.000
81,16905,8.000
82,16914,9.000
83,16922,8.000
84,16930,8.000
85,16944,14.000
86,16947,3.000
87,16955,8.000
88,16963,8.000
89,16972,9.000
90,16980,8.000
91,16988,8.000
92,16997,9.000
93,17005,8.000
94,17014,9.000
95,17022,8.000
96,17030,8.000
97,17039,9.000
98,17047,8.000
99,17055,8.000
100,17064,9.000
101,17072,8.000
102,17080,8.000
103,17089,9.000
104,17102,13.000
105,17105,3.000
106,17113,8.000
107,17122,9.000
108,17130,8.000
109,17139,9.000
110,17147,8.000
111,17155,8.000
112,17164,9.000
113,17172,8.000
114,17180,8.000
115,17189,9.000
116,17192,3.000
117,17197,5.000
118,17205,8.000
119,17214,9.000
120,17222,8.000
0,17230,8.000
1,17239,9.000
2,17247,8.000
3,17255,8.000
4,17263,8.000
5,17272,9.000
6,17280,8.000
7,17289,9.000
8,17297,8.000
9,17305,8.000
10,17314,9.000
11,17322,8.000
12,17330,8.000
13,17338,8.000
14,17347,9.000
15,17355,8.000
16,17363,8.000
17,17372,9.000
18,17380,8.000
19,17388,8.000
20,17397,9.000
21,17410,13.000
22,17413,3.000
23,17422,9.000
24,17430,8.000
25,17438,8.000
26,17447,9.000
27,17455,8.000
28,17464,9.000
29,17472,8.000
30,17480,8.000
31,17489,9.000
32,17497,8.000
33,17505,8.000
34,17513,8.000
35,17522,9.000
36,17530,8.000
37,17538,8.000
38,17547,9.000
39,17555,8.000
40,17568,13.000
41,17572,4.000
42,17580,8.000
43,17589,9.000
44,17597,8.000
45,17605,8.000
46,17614,9.000
47,17622,8.000
48,17630,8.000
49,17639,9.000
50,17647,8.000
51,17655,8.000
52,17664,9.000
53,17672,8.000
54,17680,8.000
55,17693,13.000
56,17697,4.000
57,17705,8.000
58,17714,9.000
59,17722,8.000
60,17735,13.000
61,17738,3.000
62,17747,9.000
63,17755,8.000
64,17764,9.000
65,17772,8.000
66,17780,8.000
67,17793,13.000
68,17797,4.000
69,17805,8.000
70,17814,9.000
71,17822,8.000
72,17830,8.000
73,17839,9.000
74,17847,8.000
75,17855,8.000
76,17864,9.000
77,17877,13.000
78,17880,3.000
79,17888,8.000
80,17897,9.000
81,17905,8.000
82,17913,8.000
83,17922,9.000
84,17930,8.000
85,17939,9.000
86,17947,8.000
87,17955,8.000
88,17963,8.000
89,17972,9.000
90,17980,8.000
91,17989,9.000
92,17997,8.000
93,18005,8.000
94,18013,8.000
95,18022,9.000
96,18035,13.000
97,18038,3.000
98,18047,9.000
99,18056,9.000
100,18064,8.000
101,18072,8.000
102,18081,9.000
103,18089,8.000
104,18097,8.000
105,18105,8.000
106,18114,9.000
107,18127,13.000
108,18130,3.000
109,18139,9.000
110,18147,8.000
111,18155,8.000
112,18169,14.000
113,18177,8.000
114,18185,8.000
115,18189,4.000
116,18197,8.000
117,18205,8.000
118,18214,9.000
119,18222,8.000
0,18230,8.000
1,18239,9.000
2,18247,8.000
3,18255,8.000
4,18264,9.000
5,18272,8.000
6,18280,8.000
7,18288,8.000
8,18297,9.000
9,18305,8.000
10,18314,9.000
11,18322,8.000
12,18330,8.000
13,18343,13.000
14,18347,4.000
15,18355,8.000
16,18364,9.000
17,18372,8.000
18,18380,8.000
19,18389,9.000
20,18397,8.000
21,18405,8.000
22,18414,9.000
23,18422,8.000
24,18430,8.000
25,18438,8.000
26,18447,9.000
27,18455,8.000
28,18464,9.000
29,18472,8.000
30,18480,8.000
31,18489,9.000
32,18497,8.000
33,18505,8.000
34,18513,8.000
35,18522,9.000
36,18530,8.000
37,18539,9.000
38,18547,8.000
39,18555,8.000
40,18564,9.000
41,18572,8.000
42,18580,8.000
43,18589,9.000
44,18597,8.000
45,18605,8.000
46,18614,9.000
47,18622,8.000
48,18630,8.000
49,18639,9.000
50,18651,12.000
51,18655,4.000
52,18664,9.000
53,18672,8.000
54,18680,8.000
55,18688,8.000
56,18697,9.000
57,18705,8.000
58,18713,8.000
59,18722,9.000
60,18730,8.000
61,18738,8.000
62,18747,9.000
63,18755,8.000
64,18764,9.000
65,18772,8.000
66,18780,8.000
67,18789,9.000
68,18797,8.000
69,18810,13.000
70,18813,3.000
71,18822,9.000
72,18830,8.000
73,18839,9.000
74,18847,8.000
75,18855,8.000
76,18864,9.000
77,18872,8.000
78,18880,8.000
79,18889,9.000
80,18897,8.000
81,18910,13.000
82,18918,8.000
83,18922,4.000
84,18930,8.000
85,18939,9.000
86,18947,8.000
87,18955,8.000
88,18963,8.000
89,18972,9.000
90,18980,8.000
91,18988,8.000
92,18997,9.000
93,19005,8.000
94,19018,13.000
95,19027,9.000
96,19030,3.000
97,19039,9.000
98,19047,8.000
99,19055,8.000
100,19064,9.000
101,19072,8.000
102,19080,8.000
103,19088,8.000
104,19097,9.000
105,19105,8.000
106,19120,15.000
107,19122,2.000
108,19130,8.000
109,19139,9.000
110,19147,8.000
111,19155,8.000
112,19169,14.000
113,19172,3.000
114,19180,8.000
115,19183,3.000
116,19189,6.000
117,19197,8.000
118,19205,8.000
119,19213,8.000
120,19222,9.000
0,19230,8.000
1,19239,9.000
2,19247,8.000
3,19255,8.000
4,19264,9.000
5,19277,13.000
6,19280,3.000
7,19288,8.000
8,19297,9.000
9,19305,8.000
10,19313,8.000
11,19322,9.000
12,19330,8.000
13,19338,8.000
14,19347,9.000
15,19355,8.000
16,19363,8.000
17,19372,9.000
18,19380,8.000
19,19389,9.000
20,19397,8.000
21,19405,8.000
22,19414,9.000
23,19422,8.000
24,19430,8.000
25,19438,8.000
26,19447,9.000
27,19455,8.000
28,19464,9.000
29,19472,8.000
30,19480,8.000
31,19488,8.000
32,19497,9.000
33,19505,8.000
34,19513,8.000
35,19522,9.000
36,19530,8.000
37,19539,9.000
38,19547,8.000
39,19555,8.000
40,19564,9.000
41,19572,8.000
42,19585,13.000
43,19589,4.000
44,19597,8.000
45,19605,8.000
46,19614,9.000
47,19622,8.000
48,19630,8.000
49,19638,8.000
50,19647,9.000
51,19655,8.000
52,19663,8.000
53,19672,9.000
54,19680,8.000
55,19693,13.000
56,19697,4.000
57,19710,13.000
58,19713,3.000
59,19722,9.000
60,19730,8.000
61,19743,13.000
62,19747,4.000
63,19755,8.000
64,19764,9.000
65,19772,8.000
66,19780,8.000
67,19788,8.000
68,19797,9.000
69,19805,8.000
70,19814,9.000
71,19822,8.000
72,19830,8.000
73,19838,8.000
74,19847,9.000
75,19856,9.000
76,19863,7.000
77,19872,9.000
78,19880,8.000
79,19888,8.000
80,19897,9.000
81,19905,8.000
82,19913,8.000
83,19927,14.000
84,19930,3.000
85,19939,9.000
86,19947,8.000
87,19956,9.000
88,19964,8.000
89,19972,8.000
90,19981,9.000
91,19989,8.000
92,19997,8.000
93,20006,9.000
94,20014,8.000
95,20022,8.000
96,20030,8.000
97,20039,9.000
98,20052,13.000
99,20055,3.000
100,20063,8.000
101,20072,9.000
102,20080,8.000
103,20089,9.000
104,20097,8.000
105,20105,8.000
106,20114,9.000
107,20122,8.000
108,20130,8.000
109,20139,9.000
110,20147,8.000
111,20156,9.000
112,20163,7.000
113,20172,9.000
114,20180,8.000
115,20183,3.000
116,20189,6.000
117,20197,8.000
118,20205,8.000
119,20213,8.000
120,20222,9.000
0,20230,8.000
1,20239,9.000
2,20247,8.000
3,20255,8.000
4,20264,9.000
5,20272,8.000
6,20280,8.000
7,20288,8.000
8,20297,9.000
9,20305,8.000
10,20313,8.000
11,20322,9.000
12,20330,8.000
13,20339,9.000
14,20347,8.000
15,20360,13.000
16,20364,4.000
17,20372,8.000
18,20380,8.000
19,20388,8.000
20,20397,9.000
21,20405,8.000
22,20413,8.000
23,20422,9.000
24,20430,8.000
25,20438,8.000
26,20447,9.000
27,20455,8.000
28,20464,9.000
29,20472,8.000
30,20480,8.000
31,20489,9.000
32,20497,8.000
33,20505,8.000
34,20519,14.000
35,20522,3.000
36,20530,8.000
37,20539,9.000
38,20547,8.000
39,20555,8.000
40,20564,9.000
41,20572,8.000
42,20580,8.000
43,20589,9.000
44,20597,8.000
45,20605,8.000
46,20613,8.000
47,20622,9.000
48,20630,8.000
49,20638,8.000
50,20647,9.000
51,20655,8.000
52,20664,9.000
53,20672,8.000
54,20680,8.000
55,20689,9.000
56,20697,8.000
57,20710,13.000
58,20714,4.000
59,20722,8.000
60,20730,8.000
61,20739,9.000
62,20747,8.000
63,20755,8.000
64,20764,9.000
65,20772,8.000
66,20780,8.000
67,20788,8.000
68,20797,9.000
69,20805,8.000
70,20814,9.000
71,20826,12.000
72,20830,4.000
73,20838,8.000
74,20847,9.000
75,20855,8.000
76,20863,8.000
77,20872,9.000
78,20880,8.000
79,20889,9.000
80,20897,8.000
81,20905,8.000
82,20914,9.000
83,20922,8.000
84,20930,8.000
85,20939,9.000
86,20947,8.000
87,20955,8.000
88,20964,9.000
89,20972,8.000
90,20985,13.000
91,20988,3.000
92,20997,9.000
93,21005,8.000
94,21014,9.000
95,21027,13.000
96,21030,3.000
97,21044,14.000
98,21047,3.000
99,21056,9.000
100,21064,8.000
101,21072,8.000
102,21080,8.000
103,21088,8.000
104,21097,9.000
105,21105,8.000
106,21114,9.000
107,21122,8.000
108,21130,8.000
109,21139,9.000
110,21147,8.000
111,21155,8.000
112,21164,9.000
113,21172,8.000
114,21180,8.000
115,21183,3.000
116,21189,6.000
117,21197,8.000
118,21205,8.000
119,21214,9.000
120,21222,8.000
0,21230,8.000
1,21239,9.000
2,21247,8.000
3,21255,8.000
4,21263,8.000
5,21272,9.000
6,21280,8.000
7,21293,13.000
8,21297,4.000
9,21310,13.000
10,21313,3.000
11,21327,14.000
12,21330,3.000
13,21339,9.000
14,21347,8.000
15,21355,8.000
16,21364,9.000
17,21372,8.000
18,21381,9.000
19,21389,8.000
20,21397,8.000
21,21405,8.000
22,21414,9.000
23,21422,8.000
24,21430,8.000
25,21438,8.000
26,21452,14.000
27,21455,3.000
28,21464,9.000
29,21472,8.000
30,21480,8.000
31,21488,8.000
32,21497,9.000
33,21505,8.000
34,21514,9.000
35,21522,8.000
36,21530,8.000
37,21539,9.000
38,21547,8.000
39,21555,8.000
40,21563,8.000
41,21572,9.000
42,21580,8.000
43,21589,9.000
44,21597,8.000
45,21605,8.000
46,21614,9.000
47,21622,8.000
48,21630,8.000
49,21639,9.000
50,21647,8.000
51,21655,8.000
52,21663,8.000
53,21672,9.000
54,21680,8.000
55,21689,9.000
56,21697,8.000
57,21705,8.000
58,21713,8.000
59,21722,9.000
60,21730,8.000
61,21738,8.000
62,21747,9.000
63,21760,13.000
64,21763,3.000
65,21772,9.000
66,21780,8.000
67,21788,8.000
68,21797,9.000
69,21805,8.000
70,21813,8.000
71,21822,9.000
72,21830,8.000
73,21838,8.000
74,21847,9.000
75,21855,8.000
76,21864,9.000
77,21872,8.000
78,21880,8.000
79,21889,9.000
80,21897,8.000
81,21905,8.000
82,21918,13.000
83,21922,4.000
84,21930,8.000
85,21938,8.000
86,21947,9.000
87,21955,8.000
88,21963,8.000
89,21972,9.000
90,21980,8.000
91,21989,9.000
92,21997,8.000
93,22005,8.000
94,22013,8.000
95,22022,9.000
96,22030,8.000
97,22038,8.000
98,22047,9.000
99,22055,8.000
100,22064,9.000
101,22072,8.000
102,22080,8.000
103,22088,8.000
104,22097,9.000
105,22105,8.000
106,22113,8.000
107,22122,9.000
108,22130,8.000
109,22138,8.000
110,22147,9.000
111,22155,8.000
112,22163,8.000
113,22172,9.000
114,22180,8.000
115,22183,3.000
116,22188,5.000
117,22197,9.000
118,22205,8.000
119,22214,9.000
120,22227,13.000
0,22230,3.000
1,22238,8.000
2,22247,9.000
3,22255,8.000
4,22264,9.000
5,22272,8.000
6,22280,8.000
7,22289,9.000
8,22297,8.000
9,22305,8.000
10,22313,8.000
11,22322,9.000
12,22330,8.000
13,22338,8.000
14,22347,9.000
15,22355,8.000
16,22363,8.000
17,22372,9.000
18,22385,13.000
19,22388,3.000
20,22397,9.000
21,22405,8.000
22,22413,8.000
23,22422,9.000
24,22430,8.000
25,22438,8.000
26,22447,9.000
27,22455,8.000
28,22464,9.000
29,22472,8.000
30,22480,8.000
31,22488,8.000
32,22497,9.000
33,22505,8.000
34,22514,9.000
35,22522,8.000
36,22536,14.000
37,22538,2.000
38,22547,9.000
39,22555,8.000
40,22564,9.000
41,22572,8.000
42,22580,8.000
43,22588,8.000
44,22597,9.000
45,22605,8.000
46,22618,13.000
47,22627,9.000
48,22630,3.000
49,22639,9.000
50,22647,8.000
51,22655,8.000
52,22663,8.000
53,22672,9.000
54,22680,8.000
55,22693,13.000
56,22697,4.000
57,22705,8.000
58,22713,8.000
59,22722,9.000
60,22730,8.000
61,22738,8.000
62,22747,9.000
63,22755,8.000
64,22763,8.000
65,22772,9.000
66,22780,8.000
67,22789,9.000
68,22797,8.000
69,22805,8.000
70,22814,9.000
71,22827,13.000
72,22830,3.000
73,22838,8.000
74,22852,14.000
75,22856,4.000
76,22864,8.000
77,22872,8.000
78,22880,8.000
79,22888,8.000
80,22897,9.000
81,22905,8.000
82,22913,8.000
83,22922,9.000
84,22930,8.000
85,22938,8.000
86,22947,9.000
87,22955,8.000
88,22964,9.000
89,22972,8.000
90,22980,8.000
91,22988,8.000
92,22997,9.000
93,23005,8.000
94,23013,8.000
95,23022,9.000
96,23030,8.000
97,23038,8.000
98,23047,9.000
99,23055,8.000
100,23064,9.000
101,23072,8.000
102,23080,8.000
103,23088,8.000
104,23097,9.000
105,23105,8.000
106,23113,8.000
107,23122,9.000
108,23130,8.000
109,23138,8.000
110,23147,9.000
111,23161,14.000
112,23164,3.000
113,23172,8.000
114,23180,8.000
115,23183,3.000
116,23188,5.000
117,23197,9.000
118,23205,8.000
119,23213,8.000
120,23222,9.000
121,23230,8.000
0,23238,8.000
1,23247,9.000
2,23255,8.000
3,23264,9.000
4,23272,8.000
5,23280,8.000
6,23288,8.000
7,23297,9.000
8,23305,8.000
9,23318,13.000
10,23322,4.000
11,23331,9.000
12,23343,12.000
13,23347,4.000
14,23355,8.000
15,23363,8.000
16,23372,9.000
17,23380,8.000
18,23388,8.000
19,23397,9.000
20,23405,8.000
21,23413,8.000
22,23422,9.000
23,23430,8.000
24,23438,8.000
25,23447,9.000
26,23455,8.000
27,23463,8.000
28,23472,9.000
29,23480,8.000
30,23488,8.000
31,23497,9.000
32,23505,8.000
33,23514,9.000
34,23522,8.000
35,23530,8.000
36,23538,8.000
37,23547,9.000
38,23555,8.000
39,23563,8.000
40,23572,9.000
41,23580,8.000
42,23588,8.000
43,23597,9.000
44,23605,8.000
45,23614,9.000
46,23627,13.000
47,23630,3.000
48,23639,9.000
49,23647,8.000
50,23655,8.000
51,23663,8.000
52,23672,9.000
53,23680,8.000
54,23689,9.000
55,23697,8.000
56,23705,8.000
57,23714,9.000
58,23722,8.000
59,23730,8.000
60,23738,8.000
61,23747,9.000
62,23755,8.000
63,23763,8.000
64,23772,9.000
65,23785,13.000
66,23789,4.000
67,23797,8.000
68,23805,8.000
69,23813,8.000
70,23822,9.000
71,23830,8.000
72,23839,9.000
73,23847,8.000
74,23855,8.000
75,23864,9.000
76,23872,8.000
77,23880,8.000
78,23888,8.000
79,23897,9.000
80,23905,8.000
81,23914,9.000
82,23922,8.000
83,23930,8.000
84,23943,13.000
85,23947,4.000
86,23955,8.000
87,23964,9.000
88,23972,8.000
89,23980,8.000
90,23989,9.000
91,23997,8.000
92,24005,8.000
93,24014,9.000
94,24022,8.000
95,24030,8.000
96,24038,8.000
97,24047,9.000
98,24055,8.000
99,24064,9.000
100,24072,8.000
101,24080,8.000
102,24089,9.000
103,24097,8.000
104,24105,8.000
105,24114,9.000
106,24122,8.000
107,24130,8.000
108,24138,8.000
109,24147,9.000
110,24155,8.000
111,24164,9.000
112,24172,8.000
113,24180,8.000
114,24183,3.000
115,24189,6.000
116,24197,8.000
117,24205,8.000
118,24213,8.000
119,24222,9.000
120,24230,8.000
0,24238,8.000
1,24251,13.000
2,24255,4.000
3,24263,8.000
4,24272,9.000
5,24280,8.000
6,24288,8.000
7,24297,9.000
8,24305,8.000
9,24314,9.000
10,24322,8.000
11,24330,8.000
12,24339,9.000
13,24347,8.000
14,24355,8.000
15,24364,9.000
16,24372,8.000
17,24380,8.000
18,24389,9.000
19,24397,8.000
20,24410,13.000
21,24413,3.000
22,24422,9.000
23,24430,8.000
24,24438,8.000
25,24447,9.000
26,24455,8.000
27,24463,8.000
28,24472,9.000
29,24480,8.000
30,24489,9.000
31,24497,8.000
32,24505,8.000
33,24513,8.000
34,24522,9.000
35,24530,8.000
36,24538,8.000
37,24547,9.000
38,24555,8.000
39,24563,8.000
40,24572,9.000
41,24580,8.000
42,24588,8.000
43,24597,9.000
44,24605,8.000
45,24613,8.000
46,24622,9.000
47,24630,8.000
48,24639,9.000
49,24647,8.000
50,24655,8.000
51,24663,8.000
52,24672,9.000
53,24680,8.000
54,24689,9.000
55,24697,8.000
56,24705,8.000
57,24718,13.000
58,24722,4.000
59,24730,8.000
60,24744,14.000
61,24751,7.000
62,24755,4.000
63,24763,8.000
64,24772,9.000
65,24780,8.000
66,24788,8.000
67,24797,9.000
68,24805,8.000
69,24813,8.000
70,24822,9.000
71,24830,8.000
72,24838,8.000
73,24847,9.000
74,24855,8.000
75,24863,8.000
76,24877,14.000
77,24880,3.000
78,24888,8.000
79,24897,9.000
80,24905,8.000
81,24914,9.000
82,24922,8.000
83,24930,8.000
84,24939,9.000
85,24947,8.000
86,24955,8.000
87,24964,9.000
88,24972,8.000
89,24980,8.000
90,24989,9.000
91,24997,8.000
92,25005,8.000
93,25013,8.000
94,25022,9.000
95,25030,8.000
96,25038,8.000
97,25047,9.000
98,25055,8.000
99,25064,9.000
100,25072,8.000
101,25080,8.000
102,25088,8.000
103,25097,9.000
104,25105,8.000
105,25114,9.000
106,25122,8.000
107,25130,8.000
108,25138,8.000
109,25147,9.000
110,25155,8.000
111,25163,8.000
112,25172,9.000
113,25184,12.000
114,25186,2.000
115,25189,3.000
116,25197,8.000
117,25205,8.000
118,25213,8.000
119,25222,9.000
120,25230,8.000
0,25238,8.000
1,25247,9.000
2,25255,8.000
3,25264,9.000
4,25272,8.000
5,25280,8.000
6,25288,8.000
7,25297,9.000
8,25305,8.000
9,25313,8.000
10,25322,9.000
11,25330,8.000
12,25343,13.000
13,25347,4.000
14,25355,8.000
15,25363,8.000
16,25372,9.000
17,25380,8.000
18,25388,8.000
19,25397,9.000
20,25405,8.000
21,25414,9.000
22,25422,8.000
23,25430,8.000
24,25438,8.000
25,25447,9.000
26,25455,8.000
27,25463,8.000
28,25472,9.000
29,25480,8.000
30,25494,14.000
31,25497,3.000
32,25505,8.000
33,25513,8.000
34,25522,9.000
35,25530,8.000
36,25538,8.000
37,25547,9.000
38,25555,8.000
39,25563,8.000
40,25572,9.000
41,25580,8.000
42,25588,8.000
43,25597,9.000
44,25605,8.000
45,25613,8.000
46,25622,9.000
47,25635,13.000
48,25649,14.000
49,25653,4.000
50,25655,2.000
51,25664,9.000
52,25672,8.000
53,25680,8.000
54,25689,9.000
55,25697,8.000
56,25705,8.000
57,25714,9.000
58,25722,8.000
59,25730,8.000
60,25738,8.000
61,25747,9.000
62,25755,8.000
63,25763,8.000
64,25772,9.000
65,25780,8.000
66,25788,8.000
67,25797,9.000
68,25805,8.000
69,25813,8.000
70,25822,9.000
71,25830,8.000
72,25839,9.000
73,25847,8.000
74,25855,8.000
75,25863,8.000
76,25872,9.000
77,25880,8.000
78,25888,8.000
79,25897,9.000
80,25905,8.000
81,25914,9.000
82,25922,8.000
83,25930,8.000
84,25938,8.000
85,25947,9.000
86,25960,13.000
87,25963,3.000
88,25972,9.000
89,25980,8.000
90,25989,9.000
91,25997,8.000
92,26005,8.000
93,26013,8.000
94,26022,9.000
95,26030,8.000
96,26038,8.000
